L1-ASCENDING THIN LIMB,L1-CONNECTING TUBULE
L1-ASCENDING THIN LIMB,L1-DESCENDING THIN LIMB
L1-ASCENDING THIN LIMB,L1-DISTAL CONVOLUTED TUBULE
L1-ASCENDING THIN LIMB,L1-ENDOTHELIAL
L1-ASCENDING THIN LIMB,L1-FIBROBLAST
L1-ASCENDING THIN LIMB,L1-IMMUNE
L1-ASCENDING THIN LIMB,L1-INTERCALATED
L1-ASCENDING THIN LIMB,L1-PAPILLARY TIP EPITHELIAL
L1-ASCENDING THIN LIMB,L1-PARIETAL EPITHELIAL
L1-ASCENDING THIN LIMB,L1-PODOCYTE
L1-ASCENDING THIN LIMB,L1-PRINCIPAL
L1-ASCENDING THIN LIMB,L1-PROXIMAL TUBULE
L1-ASCENDING THIN LIMB,L1-SCHWANN
L1-ASCENDING THIN LIMB,L1-THICK ASCENDING LIMB
L1-ASCENDING THIN LIMB,L1-VASCULAR SMOOTH MUSCLE / PERICYTE
L1-ASCENDING THIN LIMB,L2-AFFERENT / EFFERENT ARTERIOLE ENDOTHELIAL
L1-ASCENDING THIN LIMB,L2-ASCENDING THIN LIMB
L1-ASCENDING THIN LIMB,L2-ASCENDING VASA RECTA ENDOTHELIAL
L1-ASCENDING THIN LIMB,L2-B
L1-ASCENDING THIN LIMB,L2-CLASSICAL DENDRITIC
L1-ASCENDING THIN LIMB,L2-CONNECTING TUBULE
L1-ASCENDING THIN LIMB,L2-CORTICAL COLLECTING DUCT INTERCALATED TYPE A
L1-ASCENDING THIN LIMB,L2-CORTICAL COLLECTING DUCT PRINCIPAL
L1-ASCENDING THIN LIMB,L2-CORTICAL THICK ASCENDING LIMB
L1-ASCENDING THIN LIMB,L2-CORTICAL VASCULAR SMOOTH MUSCLE / PERICYTE
L1-ASCENDING THIN LIMB,L2-CYCLING MONONUCLEAR PHAGOCYTE
L1-ASCENDING THIN LIMB,L2-DESCENDING THIN LIMB TYPE 1
L1-ASCENDING THIN LIMB,L2-DESCENDING THIN LIMB TYPE 2
L1-ASCENDING THIN LIMB,L2-DESCENDING THIN LIMB TYPE 3
L1-ASCENDING THIN LIMB,L2-DESCENDING VASA RECTA ENDOTHELIAL
L1-ASCENDING THIN LIMB,L2-DISTAL CONVOLUTED TUBULE
L1-ASCENDING THIN LIMB,L2-FIBROBLAST
L1-ASCENDING THIN LIMB,L2-GLOMERULAR CAPILLARY ENDOTHELIAL
L1-ASCENDING THIN LIMB,L2-INNER MEDULLARY COLLECTING DUCT
L1-ASCENDING THIN LIMB,L2-INTERCALATED TYPE B
L1-ASCENDING THIN LIMB,L2-LYMPHATIC ENDOTHELIAL
L1-ASCENDING THIN LIMB,L2-M2 MACROPHAGE
L1-ASCENDING THIN LIMB,L2-MACULA DENSA
L1-ASCENDING THIN LIMB,L2-MAST
L1-ASCENDING THIN LIMB,L2-MEDULLARY FIBROBLAST
L1-ASCENDING THIN LIMB,L2-MEDULLARY THICK ASCENDING LIMB
L1-ASCENDING THIN LIMB,L2-MESANGIAL
L1-ASCENDING THIN LIMB,L2-MONOCYTE-DERIVED
L1-ASCENDING THIN LIMB,L2-NATURAL KILLER T
L1-ASCENDING THIN LIMB,L2-NEUTROPHIL
L1-ASCENDING THIN LIMB,L2-NON-CLASSICAL MONOCYTE
L1-ASCENDING THIN LIMB,L2-OUTER MEDULLARY COLLECTING DUCT INTERCALATED TYPE A
L1-ASCENDING THIN LIMB,L2-OUTER MEDULLARY COLLECTING DUCT PRINCIPAL
L1-ASCENDING THIN LIMB,L2-PAPILLARY TIP EPITHELIAL
L1-ASCENDING THIN LIMB,L2-PARIETAL EPITHELIAL
L1-ASCENDING THIN LIMB,L2-PERITUBULAR CAPILARY ENDOTHELIAL
L1-ASCENDING THIN LIMB,L2-PLASMA
L1-ASCENDING THIN LIMB,L2-PLASMACYTOID DENDRITIC
L1-ASCENDING THIN LIMB,L2-PODOCYTE
L1-ASCENDING THIN LIMB,L2-PROXIMAL TUBULE EPITHELIAL SEGMENT 1
L1-ASCENDING THIN LIMB,L2-PROXIMAL TUBULE EPITHELIAL SEGMENT 2
L1-ASCENDING THIN LIMB,L2-PROXIMAL TUBULE EPITHELIAL SEGMENT 3
L1-ASCENDING THIN LIMB,L2-RENIN-POSITIVE JUXTAGLOMERULAR GRANULAR
L1-ASCENDING THIN LIMB,L2-SCHWANN / NEURAL
L1-ASCENDING THIN LIMB,L2-T
L1-ASCENDING THIN LIMB,L2-VASCULAR SMOOTH MUSCLE / PERICYTE
L1-ASCENDING THIN LIMB,L3-AFFERENT / EFFERENT ARTERIOLE ENDOTHELIAL
L1-ASCENDING THIN LIMB,L3-ASCENDING THIN LIMB
L1-ASCENDING THIN LIMB,L3-ASCENDING VASA RECTA ENDOTHELIAL
L1-ASCENDING THIN LIMB,L3-B
L1-ASCENDING THIN LIMB,L3-CLASSICAL DENDRITIC
L1-ASCENDING THIN LIMB,L3-CONNECTING TUBULE
L1-ASCENDING THIN LIMB,L3-CONNECTING TUBULE INTERCALATED TYPE A
L1-ASCENDING THIN LIMB,L3-CONNECTING TUBULE PRINCIPAL
L1-ASCENDING THIN LIMB,L3-CORTICAL COLLECTING DUCT INTERCALATED TYPE A
L1-ASCENDING THIN LIMB,L3-CORTICAL COLLECTING DUCT PRINCIPAL
L1-ASCENDING THIN LIMB,L3-CORTICAL THICK ASCENDING LIMB
L1-ASCENDING THIN LIMB,L3-CORTICAL VASCULAR SMOOTH MUSCLE / PERICYTE
L1-ASCENDING THIN LIMB,L3-CYCLING MONONUCLEAR PHAGOCYTE
L1-ASCENDING THIN LIMB,L3-DESCENDING THIN LIMB TYPE 1
L1-ASCENDING THIN LIMB,L3-DESCENDING THIN LIMB TYPE 2
L1-ASCENDING THIN LIMB,L3-DESCENDING THIN LIMB TYPE 3
L1-ASCENDING THIN LIMB,L3-DESCENDING VASA RECTA ENDOTHELIAL
L1-ASCENDING THIN LIMB,L3-DISTAL CONVOLUTED TUBULE TYPE 1
L1-ASCENDING THIN LIMB,L3-DISTAL CONVOLUTED TUBULE TYPE 2
L1-ASCENDING THIN LIMB,L3-FIBROBLAST
L1-ASCENDING THIN LIMB,L3-GLOMERULAR CAPILLARY ENDOTHELIAL
L1-ASCENDING THIN LIMB,L3-INNER MEDULLARY COLLECTING DUCT
L1-ASCENDING THIN LIMB,L3-INTERCALATED TYPE B
L1-ASCENDING THIN LIMB,L3-LYMPHATIC ENDOTHELIAL
L1-ASCENDING THIN LIMB,L3-M2 MACROPHAGE
L1-ASCENDING THIN LIMB,L3-MACULA DENSA
L1-ASCENDING THIN LIMB,L3-MAST
L1-ASCENDING THIN LIMB,L3-MEDULLARY FIBROBLAST
L1-ASCENDING THIN LIMB,L3-MEDULLARY THICK ASCENDING LIMB
L1-ASCENDING THIN LIMB,L3-MESANGIAL
L1-ASCENDING THIN LIMB,L3-MONOCYTE-DERIVED
L1-ASCENDING THIN LIMB,L3-NATURAL KILLER T
L1-ASCENDING THIN LIMB,L3-NEUTROPHIL
L1-ASCENDING THIN LIMB,L3-NON-CLASSICAL MONOCYTE
L1-ASCENDING THIN LIMB,L3-OUTER MEDULLARY COLLECTING DUCT INTERCALATED TYPE A
L1-ASCENDING THIN LIMB,L3-OUTER MEDULLARY COLLECTING DUCT PRINCIPAL
L1-ASCENDING THIN LIMB,L3-PAPILLARY TIP EPITHELIAL
L1-ASCENDING THIN LIMB,L3-PARIETAL EPITHELIAL
L1-ASCENDING THIN LIMB,L3-PERITUBULAR CAPILARY ENDOTHELIAL
L1-ASCENDING THIN LIMB,L3-PLASMA
L1-ASCENDING THIN LIMB,L3-PLASMACYTOID DENDRITIC
L1-ASCENDING THIN LIMB,L3-PODOCYTE
L1-ASCENDING THIN LIMB,L3-PROXIMAL TUBULE EPITHELIAL SEGMENT 1
L1-ASCENDING THIN LIMB,L3-PROXIMAL TUBULE EPITHELIAL SEGMENT 2
L1-ASCENDING THIN LIMB,L3-PROXIMAL TUBULE EPITHELIAL SEGMENT 3
L1-ASCENDING THIN LIMB,L3-RENIN-POSITIVE JUXTAGLOMERULAR GRANULAR
L1-ASCENDING THIN LIMB,L3-SCHWANN / NEURAL
L1-ASCENDING THIN LIMB,L3-T
L1-ASCENDING THIN LIMB,L3-VASCULAR SMOOTH MUSCLE / PERICYTE
L1-CONNECTING TUBULE,L1-ASCENDING THIN LIMB
L1-CONNECTING TUBULE,L1-DESCENDING THIN LIMB
L1-CONNECTING TUBULE,L1-DISTAL CONVOLUTED TUBULE
L1-CONNECTING TUBULE,L1-ENDOTHELIAL
L1-CONNECTING TUBULE,L1-FIBROBLAST
L1-CONNECTING TUBULE,L1-IMMUNE
L1-CONNECTING TUBULE,L1-INTERCALATED
L1-CONNECTING TUBULE,L1-PAPILLARY TIP EPITHELIAL
L1-CONNECTING TUBULE,L1-PARIETAL EPITHELIAL
L1-CONNECTING TUBULE,L1-PODOCYTE
L1-CONNECTING TUBULE,L1-PRINCIPAL
L1-CONNECTING TUBULE,L1-PROXIMAL TUBULE
L1-CONNECTING TUBULE,L1-SCHWANN
L1-CONNECTING TUBULE,L1-THICK ASCENDING LIMB
L1-CONNECTING TUBULE,L1-VASCULAR SMOOTH MUSCLE / PERICYTE
L1-CONNECTING TUBULE,L2-AFFERENT / EFFERENT ARTERIOLE ENDOTHELIAL
L1-CONNECTING TUBULE,L2-ASCENDING THIN LIMB
L1-CONNECTING TUBULE,L2-ASCENDING VASA RECTA ENDOTHELIAL
L1-CONNECTING TUBULE,L2-B
L1-CONNECTING TUBULE,L2-CLASSICAL DENDRITIC
L1-CONNECTING TUBULE,L2-CONNECTING TUBULE
L1-CONNECTING TUBULE,L2-CORTICAL COLLECTING DUCT INTERCALATED TYPE A
L1-CONNECTING TUBULE,L2-CORTICAL COLLECTING DUCT PRINCIPAL
L1-CONNECTING TUBULE,L2-CORTICAL THICK ASCENDING LIMB
L1-CONNECTING TUBULE,L2-CORTICAL VASCULAR SMOOTH MUSCLE / PERICYTE
L1-CONNECTING TUBULE,L2-CYCLING MONONUCLEAR PHAGOCYTE
L1-CONNECTING TUBULE,L2-DESCENDING THIN LIMB TYPE 1
L1-CONNECTING TUBULE,L2-DESCENDING THIN LIMB TYPE 2
L1-CONNECTING TUBULE,L2-DESCENDING THIN LIMB TYPE 3
L1-CONNECTING TUBULE,L2-DESCENDING VASA RECTA ENDOTHELIAL
L1-CONNECTING TUBULE,L2-DISTAL CONVOLUTED TUBULE
L1-CONNECTING TUBULE,L2-FIBROBLAST
L1-CONNECTING TUBULE,L2-GLOMERULAR CAPILLARY ENDOTHELIAL
L1-CONNECTING TUBULE,L2-INNER MEDULLARY COLLECTING DUCT
L1-CONNECTING TUBULE,L2-INTERCALATED TYPE B
L1-CONNECTING TUBULE,L2-LYMPHATIC ENDOTHELIAL
L1-CONNECTING TUBULE,L2-M2 MACROPHAGE
L1-CONNECTING TUBULE,L2-MACULA DENSA
L1-CONNECTING TUBULE,L2-MAST
L1-CONNECTING TUBULE,L2-MEDULLARY FIBROBLAST
L1-CONNECTING TUBULE,L2-MEDULLARY THICK ASCENDING LIMB
L1-CONNECTING TUBULE,L2-MESANGIAL
L1-CONNECTING TUBULE,L2-MONOCYTE-DERIVED
L1-CONNECTING TUBULE,L2-NATURAL KILLER T
L1-CONNECTING TUBULE,L2-NEUTROPHIL
L1-CONNECTING TUBULE,L2-NON-CLASSICAL MONOCYTE
L1-CONNECTING TUBULE,L2-OUTER MEDULLARY COLLECTING DUCT INTERCALATED TYPE A
L1-CONNECTING TUBULE,L2-OUTER MEDULLARY COLLECTING DUCT PRINCIPAL
L1-CONNECTING TUBULE,L2-PAPILLARY TIP EPITHELIAL
L1-CONNECTING TUBULE,L2-PARIETAL EPITHELIAL
L1-CONNECTING TUBULE,L2-PERITUBULAR CAPILARY ENDOTHELIAL
L1-CONNECTING TUBULE,L2-PLASMA
L1-CONNECTING TUBULE,L2-PLASMACYTOID DENDRITIC
L1-CONNECTING TUBULE,L2-PODOCYTE
L1-CONNECTING TUBULE,L2-PROXIMAL TUBULE EPITHELIAL SEGMENT 1
L1-CONNECTING TUBULE,L2-PROXIMAL TUBULE EPITHELIAL SEGMENT 2
L1-CONNECTING TUBULE,L2-PROXIMAL TUBULE EPITHELIAL SEGMENT 3
L1-CONNECTING TUBULE,L2-RENIN-POSITIVE JUXTAGLOMERULAR GRANULAR
L1-CONNECTING TUBULE,L2-SCHWANN / NEURAL
L1-CONNECTING TUBULE,L2-T
L1-CONNECTING TUBULE,L2-VASCULAR SMOOTH MUSCLE / PERICYTE
L1-CONNECTING TUBULE,L3-AFFERENT / EFFERENT ARTERIOLE ENDOTHELIAL
L1-CONNECTING TUBULE,L3-ASCENDING THIN LIMB
L1-CONNECTING TUBULE,L3-ASCENDING VASA RECTA ENDOTHELIAL
L1-CONNECTING TUBULE,L3-B
L1-CONNECTING TUBULE,L3-CLASSICAL DENDRITIC
L1-CONNECTING TUBULE,L3-CONNECTING TUBULE
L1-CONNECTING TUBULE,L3-CONNECTING TUBULE INTERCALATED TYPE A
L1-CONNECTING TUBULE,L3-CONNECTING TUBULE PRINCIPAL
L1-CONNECTING TUBULE,L3-CORTICAL COLLECTING DUCT INTERCALATED TYPE A
L1-CONNECTING TUBULE,L3-CORTICAL COLLECTING DUCT PRINCIPAL
L1-CONNECTING TUBULE,L3-CORTICAL THICK ASCENDING LIMB
L1-CONNECTING TUBULE,L3-CORTICAL VASCULAR SMOOTH MUSCLE / PERICYTE
L1-CONNECTING TUBULE,L3-CYCLING MONONUCLEAR PHAGOCYTE
L1-CONNECTING TUBULE,L3-DESCENDING THIN LIMB TYPE 1
L1-CONNECTING TUBULE,L3-DESCENDING THIN LIMB TYPE 2
L1-CONNECTING TUBULE,L3-DESCENDING THIN LIMB TYPE 3
L1-CONNECTING TUBULE,L3-DESCENDING VASA RECTA ENDOTHELIAL
L1-CONNECTING TUBULE,L3-DISTAL CONVOLUTED TUBULE TYPE 1
L1-CONNECTING TUBULE,L3-DISTAL CONVOLUTED TUBULE TYPE 2
L1-CONNECTING TUBULE,L3-FIBROBLAST
L1-CONNECTING TUBULE,L3-GLOMERULAR CAPILLARY ENDOTHELIAL
L1-CONNECTING TUBULE,L3-INNER MEDULLARY COLLECTING DUCT
L1-CONNECTING TUBULE,L3-INTERCALATED TYPE B
L1-CONNECTING TUBULE,L3-LYMPHATIC ENDOTHELIAL
L1-CONNECTING TUBULE,L3-M2 MACROPHAGE
L1-CONNECTING TUBULE,L3-MACULA DENSA
L1-CONNECTING TUBULE,L3-MAST
L1-CONNECTING TUBULE,L3-MEDULLARY FIBROBLAST
L1-CONNECTING TUBULE,L3-MEDULLARY THICK ASCENDING LIMB
L1-CONNECTING TUBULE,L3-MESANGIAL
L1-CONNECTING TUBULE,L3-MONOCYTE-DERIVED
L1-CONNECTING TUBULE,L3-NATURAL KILLER T
L1-CONNECTING TUBULE,L3-NEUTROPHIL
L1-CONNECTING TUBULE,L3-NON-CLASSICAL MONOCYTE
L1-CONNECTING TUBULE,L3-OUTER MEDULLARY COLLECTING DUCT INTERCALATED TYPE A
L1-CONNECTING TUBULE,L3-OUTER MEDULLARY COLLECTING DUCT PRINCIPAL
L1-CONNECTING TUBULE,L3-PAPILLARY TIP EPITHELIAL
L1-CONNECTING TUBULE,L3-PARIETAL EPITHELIAL
L1-CONNECTING TUBULE,L3-PERITUBULAR CAPILARY ENDOTHELIAL
L1-CONNECTING TUBULE,L3-PLASMA
L1-CONNECTING TUBULE,L3-PLASMACYTOID DENDRITIC
L1-CONNECTING TUBULE,L3-PODOCYTE
L1-CONNECTING TUBULE,L3-PROXIMAL TUBULE EPITHELIAL SEGMENT 1
L1-CONNECTING TUBULE,L3-PROXIMAL TUBULE EPITHELIAL SEGMENT 2
L1-CONNECTING TUBULE,L3-PROXIMAL TUBULE EPITHELIAL SEGMENT 3
L1-CONNECTING TUBULE,L3-RENIN-POSITIVE JUXTAGLOMERULAR GRANULAR
L1-CONNECTING TUBULE,L3-SCHWANN / NEURAL
L1-CONNECTING TUBULE,L3-T
L1-CONNECTING TUBULE,L3-VASCULAR SMOOTH MUSCLE / PERICYTE
L1-DESCENDING THIN LIMB,L1-ASCENDING THIN LIMB
L1-DESCENDING THIN LIMB,L1-CONNECTING TUBULE
L1-DESCENDING THIN LIMB,L1-DISTAL CONVOLUTED TUBULE
L1-DESCENDING THIN LIMB,L1-ENDOTHELIAL
L1-DESCENDING THIN LIMB,L1-FIBROBLAST
L1-DESCENDING THIN LIMB,L1-IMMUNE
L1-DESCENDING THIN LIMB,L1-INTERCALATED
L1-DESCENDING THIN LIMB,L1-PAPILLARY TIP EPITHELIAL
L1-DESCENDING THIN LIMB,L1-PARIETAL EPITHELIAL
L1-DESCENDING THIN LIMB,L1-PODOCYTE
L1-DESCENDING THIN LIMB,L1-PRINCIPAL
L1-DESCENDING THIN LIMB,L1-PROXIMAL TUBULE
L1-DESCENDING THIN LIMB,L1-SCHWANN
L1-DESCENDING THIN LIMB,L1-THICK ASCENDING LIMB
L1-DESCENDING THIN LIMB,L1-VASCULAR SMOOTH MUSCLE / PERICYTE
L1-DESCENDING THIN LIMB,L2-AFFERENT / EFFERENT ARTERIOLE ENDOTHELIAL
L1-DESCENDING THIN LIMB,L2-ASCENDING THIN LIMB
L1-DESCENDING THIN LIMB,L2-ASCENDING VASA RECTA ENDOTHELIAL
L1-DESCENDING THIN LIMB,L2-B
L1-DESCENDING THIN LIMB,L2-CLASSICAL DENDRITIC
L1-DESCENDING THIN LIMB,L2-CONNECTING TUBULE
L1-DESCENDING THIN LIMB,L2-CORTICAL COLLECTING DUCT INTERCALATED TYPE A
L1-DESCENDING THIN LIMB,L2-CORTICAL COLLECTING DUCT PRINCIPAL
L1-DESCENDING THIN LIMB,L2-CORTICAL THICK ASCENDING LIMB
L1-DESCENDING THIN LIMB,L2-CORTICAL VASCULAR SMOOTH MUSCLE / PERICYTE
L1-DESCENDING THIN LIMB,L2-CYCLING MONONUCLEAR PHAGOCYTE
L1-DESCENDING THIN LIMB,L2-DESCENDING THIN LIMB TYPE 1
L1-DESCENDING THIN LIMB,L2-DESCENDING THIN LIMB TYPE 2
L1-DESCENDING THIN LIMB,L2-DESCENDING THIN LIMB TYPE 3
L1-DESCENDING THIN LIMB,L2-DESCENDING VASA RECTA ENDOTHELIAL
L1-DESCENDING THIN LIMB,L2-DISTAL CONVOLUTED TUBULE
L1-DESCENDING THIN LIMB,L2-FIBROBLAST
L1-DESCENDING THIN LIMB,L2-GLOMERULAR CAPILLARY ENDOTHELIAL
L1-DESCENDING THIN LIMB,L2-INNER MEDULLARY COLLECTING DUCT
L1-DESCENDING THIN LIMB,L2-INTERCALATED TYPE B
L1-DESCENDING THIN LIMB,L2-LYMPHATIC ENDOTHELIAL
L1-DESCENDING THIN LIMB,L2-M2 MACROPHAGE
L1-DESCENDING THIN LIMB,L2-MACULA DENSA
L1-DESCENDING THIN LIMB,L2-MAST
L1-DESCENDING THIN LIMB,L2-MEDULLARY FIBROBLAST
L1-DESCENDING THIN LIMB,L2-MEDULLARY THICK ASCENDING LIMB
L1-DESCENDING THIN LIMB,L2-MESANGIAL
L1-DESCENDING THIN LIMB,L2-MONOCYTE-DERIVED
L1-DESCENDING THIN LIMB,L2-NATURAL KILLER T
L1-DESCENDING THIN LIMB,L2-NEUTROPHIL
L1-DESCENDING THIN LIMB,L2-NON-CLASSICAL MONOCYTE
L1-DESCENDING THIN LIMB,L2-OUTER MEDULLARY COLLECTING DUCT INTERCALATED TYPE A
L1-DESCENDING THIN LIMB,L2-OUTER MEDULLARY COLLECTING DUCT PRINCIPAL
L1-DESCENDING THIN LIMB,L2-PAPILLARY TIP EPITHELIAL
L1-DESCENDING THIN LIMB,L2-PARIETAL EPITHELIAL
L1-DESCENDING THIN LIMB,L2-PERITUBULAR CAPILARY ENDOTHELIAL
L1-DESCENDING THIN LIMB,L2-PLASMA
L1-DESCENDING THIN LIMB,L2-PLASMACYTOID DENDRITIC
L1-DESCENDING THIN LIMB,L2-PODOCYTE
L1-DESCENDING THIN LIMB,L2-PROXIMAL TUBULE EPITHELIAL SEGMENT 1
L1-DESCENDING THIN LIMB,L2-PROXIMAL TUBULE EPITHELIAL SEGMENT 2
L1-DESCENDING THIN LIMB,L2-PROXIMAL TUBULE EPITHELIAL SEGMENT 3
L1-DESCENDING THIN LIMB,L2-RENIN-POSITIVE JUXTAGLOMERULAR GRANULAR
L1-DESCENDING THIN LIMB,L2-SCHWANN / NEURAL
L1-DESCENDING THIN LIMB,L2-T
L1-DESCENDING THIN LIMB,L2-VASCULAR SMOOTH MUSCLE / PERICYTE
L1-DESCENDING THIN LIMB,L3-AFFERENT / EFFERENT ARTERIOLE ENDOTHELIAL
L1-DESCENDING THIN LIMB,L3-ASCENDING THIN LIMB
L1-DESCENDING THIN LIMB,L3-ASCENDING VASA RECTA ENDOTHELIAL
L1-DESCENDING THIN LIMB,L3-B
L1-DESCENDING THIN LIMB,L3-CLASSICAL DENDRITIC
L1-DESCENDING THIN LIMB,L3-CONNECTING TUBULE
L1-DESCENDING THIN LIMB,L3-CONNECTING TUBULE INTERCALATED TYPE A
L1-DESCENDING THIN LIMB,L3-CONNECTING TUBULE PRINCIPAL
L1-DESCENDING THIN LIMB,L3-CORTICAL COLLECTING DUCT INTERCALATED TYPE A
L1-DESCENDING THIN LIMB,L3-CORTICAL COLLECTING DUCT PRINCIPAL
L1-DESCENDING THIN LIMB,L3-CORTICAL THICK ASCENDING LIMB
L1-DESCENDING THIN LIMB,L3-CORTICAL VASCULAR SMOOTH MUSCLE / PERICYTE
L1-DESCENDING THIN LIMB,L3-CYCLING MONONUCLEAR PHAGOCYTE
L1-DESCENDING THIN LIMB,L3-DESCENDING THIN LIMB TYPE 1
L1-DESCENDING THIN LIMB,L3-DESCENDING THIN LIMB TYPE 2
L1-DESCENDING THIN LIMB,L3-DESCENDING THIN LIMB TYPE 3
L1-DESCENDING THIN LIMB,L3-DESCENDING VASA RECTA ENDOTHELIAL
L1-DESCENDING THIN LIMB,L3-DISTAL CONVOLUTED TUBULE TYPE 1
L1-DESCENDING THIN LIMB,L3-DISTAL CONVOLUTED TUBULE TYPE 2
L1-DESCENDING THIN LIMB,L3-FIBROBLAST
L1-DESCENDING THIN LIMB,L3-GLOMERULAR CAPILLARY ENDOTHELIAL
L1-DESCENDING THIN LIMB,L3-INNER MEDULLARY COLLECTING DUCT
L1-DESCENDING THIN LIMB,L3-INTERCALATED TYPE B
